entity_type,entity_code,decision,reviewed_by,reviewed_at,review_notes,evidence_summary,source_references
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-A331B015|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-189AD04A|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-959DB502|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-BC270433|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-4E8960AB|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-CD7D1479|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-D4C5566D|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-CFC4C6AB|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-AF950849|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-B96852D1|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-BAD2D617|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-E7948D2D|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-016|CPX-SKL-AUTO-69DCCE78|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-528283E3|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-B03D6270|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-02EE932D|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-4AF447CA|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-3A4298F8|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-0319B6D4|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-5D643581|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-C96112D6|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-959DB502|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-67BD8C74|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-1D4E2E34|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-6F647F1B|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-4E8960AB|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-F80022F4|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-39D19D17|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-CD7D1479|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-0408DD49|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-EF6C8C81|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-FC1FD883|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-63FA6956|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-0ACD7FB4|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-CFC4C6AB|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-B83CDA08|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-33D28B04|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-AC35A950|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-56E30735|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-80041166|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-CFD967E8|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-D5CBD41C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-872A612F|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-1324BECE|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-45BD37E4|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-6597191C|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-7E351D62|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-E7427129|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-AF950849|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-AA405638|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-FF41219D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-1D5BBC3F|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-24CB2568|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-EF0BCFF3|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-27ED98BB|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-30BB5DE6|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-0279C024|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-3303E435|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-6F647F1B|desirable,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-E470E871|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-5C33599D|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-3F2E058C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-FDD48A42|desirable,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-B40B55C3|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-DA0A87CC|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-A16A9B91|essential,deferred,,,,,
occupation_skill,CPX-OCC-CBE-007|CPX-SKL-AUTO-CDD70154|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-02EE932D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-4DF13081|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-3A4298F8|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-3E770F62|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-081400C1|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-4E8960AB|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-CB01B914|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-1CA2A377|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-F2A5DD0B|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-B257C61C|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-D4C5566D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-6109699C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-352E7A5E|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-8695F01D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-ED29323F|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-C5355881|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-E7427129|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-BB6690B7|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-69DCCE78|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-015|CPX-SKL-AUTO-E22DCBD2|desirable,deferred,,,,,
occupation_skill,CPX-OCC-PPM-003|CPX-SKL-AUTO-E833ED69|desirable,deferred,,,,,
occupation_skill,CPX-OCC-PPM-003|CPX-SKL-AUTO-183D026F|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-020|CPX-SKL-AUTO-189AD04A|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-F4DBDF24|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-D2071E24|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-1F9A12CD|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-EEFF1DED|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-95C21AA3|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-B6A6E95A|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-D78AC5BE|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-A86AACE0|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-6E906103|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-AF38D05B|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-D515D9E5|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-91DC5F0A|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-5F426C84|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-1698F006|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-DCAAA5C3|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-16A15640|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-4C98B987|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-BE0AACB6|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-B8700F8E|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-383BFE3F|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-8070B6BC|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-A21B8983|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-62B47F83|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-021C61CC|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-80041166|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-DBB58236|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-6FDB5F63|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-AF950849|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-E833ED69|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-CDD70154|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-006|CPX-SKL-AUTO-22C84677|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-217B3D30|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-0CE30C7C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-0319B6D4|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-0279C024|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-5836997E|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-959DB502|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-BC270433|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-F260B394|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-9918DFB6|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-6F647F1B|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-4E8960AB|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-CD7335A8|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-B257C61C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-A166F55A|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-40628FD9|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-CFC4C6AB|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-86C67F1C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-550464DF|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-44F08C05|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-41EE425A|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-872A612F|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-871E6AB9|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-518B0746|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-052B962E|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-FA2D4962|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-60BCDAD0|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-4A18059D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-F8C25EF2|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-E7948D2D|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-4D910082|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-011|CPX-SKL-AUTO-A331B015|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-68005987|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-A9093D61|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-33027CCE|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-4ABD26E9|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-9BF7F092|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-0279C024|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-8C38C854|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-085F11EF|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-C74C4BF1|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-3303E435|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-427CACBC|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-6D72BBD3|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-E470E871|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-5C33599D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-0A83E75B|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-86244057|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-B4EC5AB6|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-599DD157|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-183F3A28|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-01B92F1B|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-E2348734|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-FDD48A42|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-02174F4C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-7AFBA776|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-B1EF8FE9|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-DA579DE3|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-97CA9C90|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-CEBC803D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-24DBA435|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-0BD6497B|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-128B4945|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-47BCBF08|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-DA0A87CC|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-E58DBE55|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-001|CPX-SKL-AUTO-91C43F3B|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-2B9C6998|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-83549F13|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-8B2616BA|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-57B8D6DB|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-5ED566B6|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-BFDE851A|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-44828BCE|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-5E22A328|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-28630019|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-432C5A6A|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-729B70AB|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-800B1348|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-FDFD0728|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-7B6DEC51|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-1F130ADC|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENG-014|CPX-SKL-AUTO-26E9D067|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-FED6A33E|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-1F9A12CD|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-35D4A014|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-A304DE4D|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-00CA60A1|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-AF38D05B|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-8C38C854|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-CA0ABA50|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-8D0D91A2|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-9FE874CA|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-77C8FC1F|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-0FF256A5|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-6EB75794|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-BF04DD1D|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-F260B394|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-33359F29|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-AAB80125|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-519712A0|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-59549FFD|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-DD84947A|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-B0843D34|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-30D4A43E|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-A166F55A|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-E9272939|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-FAA6CE4C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-759F200D|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-963468E9|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-073A34F6|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-4B8771DE|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-56E30735|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-9A22D3CE|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-94B7AE2E|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-010E3D29|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-DB7134EA|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-BD469EC3|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-9E5100F6|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-7FFE78CD|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-F85A3FDE|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-3439D026|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-533A5BCA|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-9EA1A8D4|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-183D026F|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-65B537DC|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-94114C07|essential,deferred,,,,,
occupation_skill,CPX-OCC-ENE-010|CPX-SKL-AUTO-6D8C4162|desirable,deferred,,,,,
occupation_skill,CPX-OCC-BOP-006|CPX-SKL-AUTO-BE0AACB6|desirable,deferred,,,,,
occupation_skill,CPX-OCC-BOP-006|CPX-SKL-AUTO-3688C02B|essential,deferred,,,,,
occupation_skill,CPX-OCC-BOP-006|CPX-SKL-AUTO-40AA1A5B|essential,deferred,,,,,
occupation_skill,CPX-OCC-BOP-006|CPX-SKL-AUTO-E833ED69|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-FED6A33E|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-217B3D30|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-189AD04A|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-1F9A12CD|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-2A224924|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-D4D4A52D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-69338A4B|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-335B2ED6|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-DD66215C|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-0F91113D|desirable,deferred,,,,,
occupation_skill,CPX-OCC-ENG-013|CPX-SKL-AUTO-0CE30C7C|desirable,deferred,,,,,
