entity_type,entity_code,decision,reviewed_by,reviewed_at,review_notes,evidence_summary,source_references
occupation_alias,CPX-OCC-DDA-009:cd22ba02,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-001:9f36bc3b,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-005:9bed3d64,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-003:dca14c87,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-010:0d4c7965,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-002:243ef1f3,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-011:7609294a,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-DDA-007:7f1fc4dd,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-ENG-011:f716d8b3,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-013:acc8bad5,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-014:241685ac,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-003:d4c6c97f,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-011:d88e6e13,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-011:991e7925,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-011:991e7925,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-011:39d7d355,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-011:9d1d57dd,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-022:cd972904,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-ENG-022:cd972904,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-ENG-022:cd972904,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-ENG-020:6036f2ba,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-005:ba62d605,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-018:0aa389ca,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-CBE-001:0aa389ca,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-PPM-003:552c828c,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-008:be5dab53,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-008:878f152a,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-012:0092286f,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-001:70d931be,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-011:287c483f,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-016:09e8e9e1,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-009:a04c1f06,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-007:494bedc5,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-015:1fbe27fb,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-013:c0bf9ea7,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-001:446f6a2c,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-007:96a090ee,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-005:a5b419f7,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:32f908f4,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-010:fb26b825,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-016:de6f3e6b,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-014:1ddb748d,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-020:0dbd1bbd,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-016:bc21a3da,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENE-007:0e16f2ea,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-008:7164cfdb,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-007:f8f73d29,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-001:14f78db4,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-001:ba43dca0,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-019:142d46af,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-005:64b7e4e7,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-019:15be6894,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-001:623c9491,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENE-007:61ad1a29,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-001:ba596e77,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-003:12ebcec4,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-001:b0bca24e,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-012:c682aaa0,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-012:c682aaa0,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-012:c682aaa0,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-012:c682aaa0,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-012:c682aaa0,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-012:c682aaa0,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-012:c682aaa0,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-015:a18e564b,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-015:2846d151,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-015:0f5255b3,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENG-014:78d962d1,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-ENE-010:e1a8c5d7,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-005:90984d55,needs_human_review,,,,,
occupation_alias,CPX-OCC-CBE-013:c999a0a0,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-009:9a1744ab,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-PPM-009:e2677735,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-010:362a0116,needs_human_review,,,,,
occupation_alias,CPX-OCC-ENE-007:995e48fd,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-010:7f8c2197,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-011:df1627d1,needs_human_review,,,,,
occupation_alias,CPX-OCC-PPM-010:ebce3c03,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-014:21660e94,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-010:c2558acd,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:53de0908,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:53de0908,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:5ca532d9,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:f08495b4,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:f08495b4,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:80a3c276,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f1d4f81,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f1d4f81,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f1d4f81,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c5de026,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c5de026,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c5de026,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c5de026,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:966b0610,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:0e7e3458,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4f97776b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c783aec,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c783aec,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c783aec,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c783aec,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c783aec,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9c783aec,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:bcd3b893,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:cb9b0ca2,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:0250e7c8,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:0250e7c8,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:0250e7c8,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:1c911850,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:149a31a1,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:3e3501ba,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:9182f845,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:09e9c891,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:82fa5bca,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:1252e4fe,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:715f4a8a,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:f89cdd5f,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:f89cdd5f,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:f89cdd5f,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:f89cdd5f,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:f89cdd5f,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:b69c389b,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:f4cb489a,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:16dbd8f9,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:b113e630,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:b113e630,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:b113e630,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:b113e630,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:a0dafbec,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:d0167c85,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:d0167c85,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:d0167c85,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-010:3c59e5c1,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:6d6daa6e,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:a2a6cceb,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:5d4a031f,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:757d4dc4,needs_human_review,,,,,
occupation_alias,CPX-OCC-BOP-009:4b46bcae,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:71e4faa4,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-013:8b1fd75f,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:3d04b9b9,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:6a167102,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:2629ee4a,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:db0fa988,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:b3eb049a,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:185344a4,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-008:ef5de429,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-009:cc36ae74,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-DDA-009:cc36ae74,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-CBE-011:30681fde,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-009:d1e8f56e,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-009:251cc9b0,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-011:52685cce,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-DDA-011:52685cce,excluded_from_exact_matching,,,,,
occupation_alias,CPX-OCC-DDA-009:b75f3969,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-009:7faf8043,needs_human_review,,,,,
occupation_alias,CPX-OCC-DDA-010:8b907244,needs_human_review,,,,,
