occupation_code,skill_code,source_id,source_record_id,requirement_type,required_level,minimum_level,importance_weight,evidence_required,verification_status,review_status,reviewed_by,reviewed_at,review_notes,taxonomy_version
CPX-OCC-ENG-006,CPX-SKL-AUTO-EEFF1DED,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/09276365-d4a2-45d0-a5c6-3b25e306f6d9:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-95C21AA3,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/0f040ee7-075c-4986-9a6c-d20f846d69d6:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-B6A6E95A,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/16010de9-b33f-4766-93d3-8ea0c6458a68:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-D78AC5BE,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-A86AACE0,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/1dea2f3a-857c-4fc3-b1f8-d5f2015c46a9:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-6E906103,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/1fdbb8ac-0f77-4261-b28c-6ff6a46ad096:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-AF38D05B,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-D515D9E5,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-91DC5F0A,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/25a713ba-cbc0-4388-80ca-dad1b7629533:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-5F426C84,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/284e28fc-7218-4ebc-a4bc-406f95f26d8e:optional,desirable,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-1698F006,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/378b4cd5-ced1-4133-82e6-6d12bee2553b:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-DCAAA5C3,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/37ab8cef-8abf-43be-a71f-1e45aef610b8:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-16A15640,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/3cd35f5d-ce6d-4f14-9a09-53d7a28d834c:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-4C98B987,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-BE0AACB6,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-B8700F8E,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/4b2c4de9-43d7-4905-9d58-bc2e7d84b2e1:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-383BFE3F,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/4be5ce29-9ecb-47c6-b38d-a2552230dd3f:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-8070B6BC,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/6172948e-5d52-4f94-a617-278a9013a8ae:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-A21B8983,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-62B47F83,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/81db5616-3c98-4317-a728-5dae08d44bd4:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-021C61CC,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-80041166,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/941364b9-1375-4add-9889-d67bae99bc8c:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-DBB58236,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/aaee0ebe-d6f5-4355-8fed-460963306445:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-6FDB5F63,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/b251544f-7b92-46d5-8e14-97f59ce1c7dc:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-AF950849,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-E833ED69,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-CDD70154,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/f0f93b8b-0ee4-4452-945e-4a2272c0d8dd:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-006,CPX-SKL-AUTO-22C84677,esco,http://data.europa.eu/esco/occupation/3f3748a7-4bb3-40b4-9ae3-1c5040c70f52:http://data.europa.eu/esco/skill/faf8943c-72ff-4736-a587-25508695d6f0:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-68005987,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/0435fe96-523f-4888-a76f-22df1e92d9c4:optional,desirable,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-A9093D61,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-33027CCE,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/120b9b87-3aad-4a42-b5e7-1b146a672038:optional,desirable,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-4ABD26E9,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/1cca610d-2afc-44a7-97fc-f2262fb5fc75:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-9BF7F092,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/1f632076-fd9b-4b18-a9a2-b59a59181d3e:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-0279C024,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-8C38C854,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/2839f191-cd94-49a9-ac16-46018066b8b2:optional,desirable,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-085F11EF,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/377861af-f966-4c87-a2db-7e99904312b9:essential,essential,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-C74C4BF1,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/39e71107-3aa9-41a0-809c-edea477c968f:optional,desirable,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-3303E435,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/3b64ab47-a874-403a-b781-7b23c2fc3c6c:optional,desirable,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-427CACBC,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b:optional,desirable,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,CPX-SKL-AUTO-6D72BBD3,esco,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94:http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836:optional,desirable,3,,0.5,true,source_mapped,not_reviewed,,,,2026.1
