skill_code,alias,normalised_alias,language_code,country_code,industry_context,source_id,source_record_id,source_name,confidence,verification_status,review_status,reviewed_by,reviewed_at,review_notes,taxonomy_version
CPX-SKL-AUTO-DA0A87CC,execute feasibility study,execute feasibility study,en,EU,transferable,esco,http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-28630019,execute software tests,execute software tests,en,EU,technical,esco,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-4741D9D7,Extensible markup language XML,extensible markup language xml,en,US,tool,onet,onet/skills.csv:328,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1E1101E1,Extent Flexibility,extent flexibility,en,US,transferable,onet,onet/skills.csv:54,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-DDF7D144,Facebook,facebook,en,US,tool,onet,onet/skills.csv:397,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-706A68B1,Facility database software,facility database software,en,US,tool,onet,onet/skills.csv:256,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-BC16F782,Failure modes and effects analysis FMEA software,failure modes and effects analysis fmea software,en,US,tool,onet,onet/skills.csv:332,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-3F73EB7A,Far Vision,far vision,en,US,transferable,onet,onet/skills.csv:60,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9EA72479,Financial reporting software,financial reporting software,en,US,tool,onet,onet/skills.csv:177,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B09A0A4E,Fine Arts,fine arts,en,US,domain_knowledge,onet,onet/skills.csv:146,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8A2E34AA,Fine Manipulative Abilities,fine manipulative abilities,en,US,transferable,onet,onet/skills.csv:34,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-BBAFB008,Finger Dexterity,finger dexterity,en,US,transferable,onet,onet/skills.csv:37,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7EA174F6,fire-fighting systems,fire-fighting systems,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/ccde26f3-e822-4b6a-94a1-39af4ae41fed,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-39D19D17,firmware,firmware,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/4f7fa632-15a6-4739-930b-abbac8055a80,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-2D1CDD00,fishing vessels,fishing vessels,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/cea76131-1049-467d-bd00-bd155f5d65da,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-2E1F94CB,"Flexibility, Balance, and Coordination",flexibility balance and coordination,en,US,transferable,onet,onet/skills.csv:53,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B336A470,Flexibility of Closure,flexibility of closure,en,US,transferable,onet,onet/skills.csv:25,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-BD75BC02,flood remediation equipment,flood remediation equipment,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/9c5dbb72-563f-449d-ab89-56b8dfc271b6,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-BDD3759C,Fluency of Ideas,fluency of ideas,en,US,transferable,onet,onet/skills.csv:11,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1E0AAC08,fluid mechanics,fluid mechanics,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/87b1c959-236d-4761-b3be-b1c729497f75,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-94114C07,follow company standards,follow company standards,en,EU,transferable,esco,http://data.europa.eu/esco/skill/f5f5b244-6cea-4fbc-8a50-8f712791bc09,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B6A6E95A,follow ethical code of conduct in transport services,follow ethical code of conduct in transport services,en,EU,transferable,esco,http://data.europa.eu/esco/skill/16010de9-b33f-4766-93d3-8ea0c6458a68,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8C73E38B,follow health and safety procedures in construction,follow health and safety procedures in construction,en,EU,regulatory,esco,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-27F36313,follow manufacturer guidelines in use of airport equipment,follow manufacturer guidelines in use of airport equipment,en,EU,transferable,esco,http://data.europa.eu/esco/skill/faf1930e-1818-4710-a85e-c690a153eeca,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-68FBBA12,follow up pipeline integrity management priorities,follow up pipeline integrity management priorities,en,EU,transferable,esco,http://data.europa.eu/esco/skill/eb6b7a26-69ab-43f5-9ab4-d09f8904f8e0,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8BD82A3B,follow written instructions,follow written instructions,en,EU,transferable,esco,http://data.europa.eu/esco/skill/54d68400-9da3-4077-a7ee-52e68b390ef6,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-F1FF4953,Food Production,food production,en,US,domain_knowledge,onet,onet/skills.csv:124,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-FE22E975,Foreign Language,foreign language,en,US,domain_knowledge,onet,onet/skills.csv:145,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-0A32DEDA,Foundational Areas,foundational areas,en,US,technical,onet,onet/skills.csv:70,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-E83CC35C,fuel distribution systems,fuel distribution systems,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/6c4b5031-2eaf-449e-af88-8304a66e4eb5,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D4D4A52D,gather technical information,gather technical information,en,EU,transferable,esco,http://data.europa.eu/esco/skill/0b8da079-f587-403f-a6ad-cd18b8150044,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-F0F40460,geochemistry,geochemistry,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/73777be0-65f2-48b6-a9a7-50066ee521bd,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-01B92F1B,geodesy,geodesy,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/7d4e4636-f136-46f6-ae23-2a7639d6b861,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-085F11EF,geographic information systems,geographic information systems,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/377861af-f966-4c87-a2db-7e99904312b9,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-35B604B8,geographical routes,geographical routes,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/7bf0c60a-9303-414b-a43c-21c28a98d4ff,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-128B4945,geography,geography,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/cf9c8e73-105d-419e-86dd-4304cc6cd718,ESCO occupations and skills,0.2535,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-128B4945,Geography,geography,en,US,domain_knowledge,onet,onet/skills.csv:138,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-CD2BF6FC,geological time scale,geological time scale,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/75ffb6d4-0b48-4471-b3c9-731b01ee1b47,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-DA579DE3,geology,geology,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7E75E2E9,geomatics,geomatics,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-13E424E6,geophysics,geophysics,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/82fc3feb-752b-4d49-803d-c08a717917aa,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-A86AACE0,give instructions to staff,give instructions to staff,en,EU,transferable,esco,http://data.europa.eu/esco/skill/1dea2f3a-857c-4fc3-b1f8-d5f2015c46a9,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-14F4C55C,give live presentation,give live presentation,en,EU,transferable,esco,http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-79D5A7D6,Global Maritime Distress and Safety System,global maritime distress and safety system,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/e93acbe5-535a-4927-9e7c-3b2e06ddfee8,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-BFDE851A,global navigation satellite system performance parameters,global navigation satellite system performance parameters,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/6e8fe5de-fe6d-482c-92fe-20e56ee57324,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-E1DD763A,Google Workspace software,google workspace software,en,US,tool,onet,onet/skills.csv:270,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7AB7B7A0,Graphics software,graphics software,en,US,tool,onet,onet/skills.csv:276,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-20E8399C,green logistics,green logistics,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-EAEAC96A,Groovy,groovy,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1AF38B0B,Gross Body Coordination,gross body coordination,en,US,transferable,onet,onet/skills.csv:55,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8AA0B588,Gross Body Equilibrium,gross body equilibrium,en,US,transferable,onet,onet/skills.csv:56,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1F130ADC,ground segment,ground segment,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/edef3251-fd5f-4a5a-bab6-88c17e36a001,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-088ADB45,guide operation of heavy construction equipment,guide operation of heavy construction equipment,en,EU,transferable,esco,http://data.europa.eu/esco/skill/d8903406-abc4-48be-9b2e-5d8ddf103bd9,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7B6DEC51,hardware architectures,hardware architectures,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9787DE2D,hardware components,hardware components,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-3FEAAEDC,hardware materials,hardware materials,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/61d6ef20-6cc7-40f8-919e-3360db6cf2b3,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8C5C088A,hardware platforms,hardware platforms,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-706081E9,hardware testing methods,hardware testing methods,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/53456d90-8c0d-4bd2-9f1b-312619b6e2a6,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9EB95764,Haskell,haskell,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-E833ED69,have computer literacy,have computer literacy,en,EU,transferable,esco,http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1C66B8B9,health and safety hazards underground,health and safety hazards underground,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/a3d2c72d-1029-47fb-9d0d-4c4a57a044d9,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-721BFB02,Health Services,health services,en,US,domain_knowledge,onet,onet/skills.csv:139,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1469D77E,Hearing Sensitivity,hearing sensitivity,en,US,transferable,onet,onet/skills.csv:64,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-CDC234AF,heat transfer processes,heat transfer processes,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/cf9a4613-ff8a-40a7-931f-c6fba2cc3d50,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-6D5479C0,"heating, ventilation, air conditioning and refrigeration parts",heating ventilation air conditioning and refrigeration parts,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/aba2e61d-ef78-45bd-a9bc-392a718d4877,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9A22D3CE,hire new personnel,hire new personnel,en,EU,transferable,esco,http://data.europa.eu/esco/skill/92f983d4-f7fc-412a-be4f-4b76ceb18505,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-94701D2A,History and Archeology,history and archeology,en,US,domain_knowledge,onet,onet/skills.csv:147,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-6BE79619,Human resources management system HRMS,human resources management system hrms,en,US,tool,onet,onet/skills.csv:413,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7B7BA3EE,hybrid control systems,hybrid control systems,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/a2b566b0-1070-47a4-adc8-88839942ce25,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-2134CEF7,hydraulic fluid,hydraulic fluid,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/25b973c6-68ea-4ff7-bd26-aa76bd08b62a,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D4C5566D,hydraulics,hydraulics,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/68e66ed6-a171-4350-8ec1-2cfc4cae50e4,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1DE96E6D,IBM Maximo Asset Management,ibm maximo asset management,en,US,tool,onet,onet/skills.csv:281,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-F7762CDA,ICT software specifications,ict software specifications,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-438DFC5F,Idea Generation and Reasoning Abilities,idea generation and reasoning abilities,en,US,transferable,onet,onet/skills.csv:10,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8B20186D,identify customer's needs,identify customer s needs,en,EU,transferable,esco,http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-308E8C1F,identify defects in concrete,identify defects in concrete,en,EU,transferable,esco,http://data.europa.eu/esco/skill/9214bb50-f24e-4b82-8dd2-f299ccba2258,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-3E5ACE59,identify energy needs,identify energy needs,en,EU,transferable,esco,http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8AD90170,identify external risks to bridge integrity,identify external risks to bridge integrity,en,EU,transferable,esco,http://data.europa.eu/esco/skill/b7ec6b46-f934-4efd-a8ee-e53128fa81d7,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-C4A41611,identify risk of flooding,identify risk of flooding,en,EU,transferable,esco,http://data.europa.eu/esco/skill/b7729524-6d0e-45b6-87c8-79af1e955a5b,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-CEE11DA6,identify statistical patterns,identify statistical patterns,en,EU,transferable,esco,http://data.europa.eu/esco/skill/06670261-ea6b-4b52-a915-c7d4ff837f74,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-293BF304,identify wood warp,identify wood warp,en,EU,transferable,esco,http://data.europa.eu/esco/skill/65b32af2-3665-49a4-8eec-d3b2138ec09b,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-129F0440,impact of geological factors on mining operations,impact of geological factors on mining operations,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/35bca3d6-c1ae-48ff-9ae3-a11cea578c2c,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-50A9BF5A,Inductive Reasoning,inductive reasoning,en,US,transferable,onet,onet/skills.csv:15,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-0610C50A,Industrial control systems software,industrial control systems software,en,US,tool,onet,onet/skills.csv:359,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-54FB3524,industrial engineering,industrial engineering,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/a1816dfd-dbdc-4499-bef3-ff81dd895b33,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7E23F03D,industrial heating systems,industrial heating systems,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/c49eb4a4-7b5f-44e6-b346-7153879ac86b,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-30D4A43E,inform on water supply,inform on water supply,en,EU,transferable,esco,http://data.europa.eu/esco/skill/65acff5a-8b3b-4385-a70b-713873657ba5,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-693888EE,Information Ordering,information ordering,en,US,transferable,onet,onet/skills.csv:16,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D53E390B,Infostat RIMBase,infostat rimbase,en,US,tool,onet,onet/skills.csv:260,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7BA81C23,inspect aircraft for airworthiness,inspect aircraft for airworthiness,en,EU,transferable,esco,http://data.europa.eu/esco/skill/2c02af08-a7f9-4535-889d-f4172cfc9a17,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-C1052C79,inspect asphalt,inspect asphalt,en,EU,transferable,esco,http://data.europa.eu/esco/skill/aba33944-7bc3-42ea-9b37-03d7482231c7,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-AD78C101,inspect building systems,inspect building systems,en,EU,transferable,esco,http://data.europa.eu/esco/skill/887a5c70-5524-4c7d-96cc-6cdcf1c5309f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D762815A,inspect construction sites,inspect construction sites,en,EU,transferable,esco,http://data.europa.eu/esco/skill/4f9f0410-5db0-4b3b-8de3-1ded1600c719,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-AFC6ADF5,inspect construction supplies,inspect construction supplies,en,EU,transferable,esco,http://data.europa.eu/esco/skill/50f2d23c-b3fb-48a5-967b-14fd0a6dd205,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1A411F9F,inspect facility sites,inspect facility sites,en,EU,transferable,esco,http://data.europa.eu/esco/skill/4cecff40-8e5c-4320-a87d-be8687008dbf,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-38A054F6,inspect pipelines,inspect pipelines,en,EU,transferable,esco,http://data.europa.eu/esco/skill/10ac5282-3288-4383-8f69-9864d8564ea9,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-0319B6D4,inspect quality of products,inspect quality of products,en,EU,transferable,esco,http://data.europa.eu/esco/skill/1a3660c2-011c-4e96-9b1d-529afc305428,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-27844208,inspect road signs,inspect road signs,en,EU,transferable,esco,http://data.europa.eu/esco/skill/f21c872c-68ae-49bb-a84f-bf3097c65443,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9F831EBC,inspect supplied concrete,inspect supplied concrete,en,EU,transferable,esco,http://data.europa.eu/esco/skill/568d15cc-01da-4a18-b6fe-9fa30dae4cdd,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-CD7D1479,install electrical and electronic equipment,install electrical and electronic equipment,en,EU,transferable,esco,http://data.europa.eu/esco/skill/52797dce-911c-4e6d-b0cb-491f6469014f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-EBB2F940,install electrical mining machinery,install electrical mining machinery,en,EU,transferable,esco,http://data.europa.eu/esco/skill/d3586c5c-e8a6-4fad-bf07-de7ca5072380,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D6C102D0,install electronic communication devices on trains,install electronic communication devices on trains,en,EU,transferable,esco,http://data.europa.eu/esco/skill/fc6cddab-c9ce-4ce6-83ac-32b6854dd6da,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-346AB174,install frost protection materials,install frost protection materials,en,EU,transferable,esco,http://data.europa.eu/esco/skill/ca3a023b-e604-4133-a620-3a587183d2c5,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-C3D3578F,install hardware,install hardware,en,EU,transferable,esco,http://data.europa.eu/esco/skill/3dc6fd8e-6ff7-432e-a262-04d487858efb,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-27E454BB,install kerbstones,install kerbstones,en,EU,transferable,esco,http://data.europa.eu/esco/skill/bdc46a39-9da4-48bd-b1c1-172af29f045b,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-514A6DD1,install operating system,install operating system,en,EU,transferable,esco,http://data.europa.eu/esco/skill/c330db31-7fa9-4a8c-8ad6-baa957bcfed1,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7D8312DA,install rock movement monitoring devices,install rock movement monitoring devices,en,EU,transferable,esco,http://data.europa.eu/esco/skill/50dd3681-081b-4349-97cf-1537ad332d20,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B62E0B21,install software,install software,en,EU,technical,esco,http://data.europa.eu/esco/skill/c8de8023-ab8a-402b-a828-b2b57cd3b2f7,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1E5F4600,install sprinkler systems,install sprinkler systems,en,EU,transferable,esco,http://data.europa.eu/esco/skill/687c2470-c2bb-4891-a643-6bcee71a0ac5,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-E524BC52,Installation,installation,en,US,transferable,onet,onet/skills.csv:96,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-452A8F50,Instructing,instructing,en,US,transferable,onet,onet/skills.csv:88,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-C5355881,instrumentation engineering,instrumentation engineering,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/b7b381f5-7de2-4f91-9a8f-524041cb47d9,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-4DF13081,instrumentation equipment,instrumentation equipment,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/16c8eade-5c2b-4c9c-a60d-6799dbc758a3,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-319D2011,integrated circuit types,integrated circuit types,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/61c81161-b732-4c47-aba5-9e554d9a853f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-C96112D6,integrated circuits,integrated circuits,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/2b9f4584-da2e-44e2-a2fb-4dd4fc64c1a2,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D6E69107,international regulations for preventing collisions at sea,international regulations for preventing collisions at sea,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/2b57ba73-7fe3-4410-bda4-a3429e4ddab7,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9B041FBA,interpret geophysical data,interpret geophysical data,en,EU,technical,esco,http://data.europa.eu/esco/skill/b64b9863-5ed3-49c7-8fd3-5324fabeda5d,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
