skill_code,alias,normalised_alias,language_code,country_code,industry_context,source_id,source_record_id,source_name,confidence,verification_status,review_status,reviewed_by,reviewed_at,review_notes,taxonomy_version
CPX-SKL-AUTO-AAD4B544,automotive engineering,automotive engineering,en,EU,transferable,esco,http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-18906EC9,Autopsy information databases,autopsy information databases,en,US,tool,onet,onet/skills.csv:158,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9E0BDF5E,Availability prediction modeling software,availability prediction modeling software,en,US,tool,onet,onet/skills.csv:180,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-DBA749C2,Avaya Identity Engines,avaya identity engines,en,US,tool,onet,onet/skills.csv:313,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D6521966,AVEVA InTouch HMI,aveva intouch hmi,en,US,tool,onet,onet/skills.csv:323,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-40783115,Bankers Systems Rembrandt Lending System,bankers systems rembrandt lending system,en,US,tool,onet,onet/skills.csv:215,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-A9BA2117,Bash,bash,en,US,tool,onet,onet/skills.csv:266,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1C9466DD,Basic Local Alignment Search Tool BLAST,basic local alignment search tool blast,en,US,tool,onet,onet/skills.csv:225,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-A2E58A67,Bentley GEOPAK Civil Engineering Suite,bentley geopak civil engineering suite,en,US,tool,onet,onet/skills.csv:235,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-959A4BA8,Bentley MicroStation,bentley microstation,en,US,tool,onet,onet/skills.csv:320,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1508EE9B,bicycle mechanics,bicycle mechanics,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/53b1dcbc-7c51-43cd-9e3a-9ca78afd2895,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-A8E0E9C1,Biology,biology,en,US,domain_knowledge,onet,onet/skills.csv:135,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-15E75009,Biomechanical imaging software,biomechanical imaging software,en,US,tool,onet,onet/skills.csv:349,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-A3A7AAD2,biomedical engineering,biomedical engineering,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/d9b6af48-e906-4a2a-94d9-557023740180,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-62EAFAFF,Biometric reader software,biometric reader software,en,US,tool,onet,onet/skills.csv:160,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-54A2C268,biotechnology,biotechnology,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/61bef658-d7f9-4759-b1b0-0f9cb3bc581a,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-062466C6,Bite analysis software,bite analysis software,en,US,tool,onet,onet/skills.csv:259,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-95CE0977,Bloomberg Professional,bloomberg professional,en,US,tool,onet,onet/skills.csv:199,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-4A18059D,blueprints,blueprints,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/d1072655-88ce-4445-8803-e6273da273e7,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-3C846C82,Bookkeeping software,bookkeeping software,en,US,tool,onet,onet/skills.csv:333,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-39BD4F62,Borland SilkTest,borland silktest,en,US,tool,onet,onet/skills.csv:255,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-15656B11,Bostonpost Technology Property Manager,bostonpost technology property manager,en,US,tool,onet,onet/skills.csv:347,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-607894E4,Bottom Line LoanMaster Loan Servicing,bottom line loanmaster loan servicing,en,US,tool,onet,onet/skills.csv:268,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-A7EF16C3,Bottomline Technologies Bottomline Sprinter Purchasing Manager,bottomline technologies bottomline sprinter purchasing manager,en,US,tool,onet,onet/skills.csv:294,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-36F4DF22,Bowen & Groves M1 ERP,bowen and groves m1 erp,en,US,tool,onet,onet/skills.csv:321,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-F031E13A,BPM_CAD,bpm cad,en,US,tool,onet,onet/skills.csv:305,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B36EC8A8,Brady Lockout Pro,brady lockout pro,en,US,tool,onet,onet/skills.csv:214,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-86D6D7A8,Budgeting software,budgeting software,en,US,tool,onet,onet/skills.csv:234,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1014C414,build a product's physical model,build a product s physical model,en,EU,transferable,esco,http://data.europa.eu/esco/skill/6ed67cf0-d8b9-4025-8b6e-a29a11e6b977,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-83CB120A,build business relationships,build business relationships,en,EU,transferable,esco,http://data.europa.eu/esco/skill/dc72ad0a-c5dc-4abd-bc0d-ca43e82162e1,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9AB83EEE,Building and Construction,building and construction,en,US,domain_knowledge,onet,onet/skills.csv:129,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-C0814724,building automation,building automation,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/6709e92c-7546-46a4-aa57-5e951bd4cb0f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-5C33599D,building codes,building codes,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/615cfc39-797f-4229-8e92-159fcf8f3030,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-05B3D8F2,Business and Management,business and management,en,US,domain_knowledge,onet,onet/skills.csv:114,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-31C9E0EF,Business intelligence software,business intelligence software,en,US,tool,onet,onet/skills.csv:380,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7FF89B32,Business software applications,business software applications,en,US,tool,onet,onet/skills.csv:167,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1D00E6FA,C#,c,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1D00E6FA,C#,c,en,US,tool,onet,onet/skills.csv:238,O*NET database,0.225,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1D00E6FA,C,c,en,US,tool,onet,onet/skills.csv:348,O*NET database,0.225,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1D00E6FA,C++,c++,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1D00E6FA,C++,c++,en,US,tool,onet,onet/skills.csv:405,O*NET database,0.225,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-872A612F,CAD software,cad software,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-33D28B04,CAE software,cae software,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-67BD941A,Calendar management software,calendar management software,en,US,tool,onet,onet/skills.csv:257,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-EFFC6A71,calibrate precision instrument,calibrate precision instrument,en,EU,transferable,esco,http://data.europa.eu/esco/skill/6532ef3b-1685-4de7-a858-d31fdaa435ca,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-42C1BBE8,CAM software,cam software,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/27065048-bca8-4b0a-891a-b192b9ceadfd,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B2CA1FA3,Card key management software,card key management software,en,US,tool,onet,onet/skills.csv:310,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-79886E47,carry out energy management of facilities,carry out energy management of facilities,en,EU,transferable,esco,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-383BFE3F,carry out navigational calculations,carry out navigational calculations,en,EU,transferable,esco,http://data.europa.eu/esco/skill/4be5ce29-9ecb-47c6-b38d-a2552230dd3f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8B2616BA,carry out research on ground systems,carry out research on ground systems,en,EU,transferable,esco,http://data.europa.eu/esco/skill/33841903-78d8-4273-950d-755248290c2d,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-4C9EBF89,carry out statistical forecasts,carry out statistical forecasts,en,EU,transferable,esco,http://data.europa.eu/esco/skill/be727774-46d7-43d7-aee9-1a51b5cd8c71,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7E61BF02,cartography,cartography,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/2dfa5bd5-c87c-461c-bce9-69b2c58732bd,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-57D39D47,Category Flexibility,category flexibility,en,US,transferable,onet,onet/skills.csv:17,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-09B2615A,CDC Supply Chain,cdc supply chain,en,US,tool,onet,onet/skills.csv:197,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-0123F583,CGI-AMS BureauLink Enterprise,cgi-ams bureaulink enterprise,en,US,tool,onet,onet/skills.csv:252,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-65117BD7,CGI-AMS CACS Enterprise,cgi-ams cacs enterprise,en,US,tool,onet,onet/skills.csv:179,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-774D11F5,CGI-AMS Strata,cgi-ams strata,en,US,tool,onet,onet/skills.csv:155,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-3DE722C1,check compatibility of materials,check compatibility of materials,en,EU,transferable,esco,http://data.europa.eu/esco/skill/3892f2ff-714e-4201-823d-5d6fc5bab621,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-90F2D09A,check durability of materials,check durability of materials,en,EU,transferable,esco,http://data.europa.eu/esco/skill/53e5fa5a-b619-42d9-9993-b005e4291a7a,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-6D09C357,check stability of materials,check stability of materials,en,EU,transferable,esco,http://data.europa.eu/esco/skill/1aba7c4a-4e13-4fa1-905b-7ed26952fbd5,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-20684240,check strength of materials,check strength of materials,en,EU,transferable,esco,http://data.europa.eu/esco/skill/82b6b024-6369-4d84-ba68-c665b9df53f8,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-0A8A4D92,Chemistry,chemistry,en,US,domain_knowledge,onet,onet/skills.csv:134,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1F534796,Choice Job Cost,choice job cost,en,US,tool,onet,onet/skills.csv:319,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-528283E3,circuit diagrams,circuit diagrams,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/02c71cde-f513-43da-8952-0974763c7568,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-FDD48A42,civil engineering,civil engineering,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/82887396-e5bf-4306-af51-3fe8d82790b2,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8FCA62AE,ClearTrial,cleartrial,en,US,tool,onet,onet/skills.csv:246,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B8ED49CA,Clinical data management system CDMS,clinical data management system cdms,en,US,tool,onet,onet/skills.csv:409,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9C3BC1EA,Clinical trial management software,clinical trial management software,en,US,tool,onet,onet/skills.csv:363,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7A382179,CNC Mastercam,cnc mastercam,en,US,tool,onet,onet/skills.csv:272,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-46A8E745,COBOL,cobol,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/def007fa-5fed-4a5f-91a2-b0d7e3db1be1,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-C082D723,CodeJam MemoriesOnTV,codejam memoriesontv,en,US,tool,onet,onet/skills.csv:353,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1485C224,CoffeeScript,coffeescript,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-A368D806,Cognitive Abilities,cognitive abilities,en,US,transferable,onet,onet/skills.csv:4,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-F8C25EF2,collaborate with designers,collaborate with designers,en,EU,transferable,esco,http://data.europa.eu/esco/skill/d52382fe-f236-421f-95fe-34fe69d48dbd,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-41EE425A,collaborate with engineers,collaborate with engineers,en,EU,transferable,esco,http://data.europa.eu/esco/skill/94b2c46e-6338-4a1d-950a-d44eef018c53,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-E58DBE55,collect data using GPS,collect data using gps,en,EU,technical,esco,http://data.europa.eu/esco/skill/d89b9a3f-19bf-4b9b-9664-ed35924eb399,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-4F463D91,collect geological data,collect geological data,en,EU,technical,esco,http://data.europa.eu/esco/skill/16a3d876-e330-4648-b03f-5f8d7e18ee17,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-71E260B7,collect mapping data,collect mapping data,en,EU,technical,esco,http://data.europa.eu/esco/skill/2b834a98-14ff-47e1-8aef-cf8ffae912fa,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-35D32999,collect samples for analysis,collect samples for analysis,en,EU,transferable,esco,http://data.europa.eu/esco/skill/4bbb309f-9162-49b9-93da-fb2c371e5c5f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-F862C595,Collection Point Management System CPMS,collection point management system cpms,en,US,tool,onet,onet/skills.csv:165,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-F8BF04A0,Common Lisp,common lisp,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-DBE44076,communicate using the global maritime distress and safety system,communicate using the global maritime distress and safety system,en,EU,regulatory,esco,http://data.europa.eu/esco/skill/5cf70b66-f1b4-4c50-94fb-15ec74fad028,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-335B2ED6,communicate with customers,communicate with customers,en,EU,transferable,esco,http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-49884F2D,communication,communication,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B5F2C927,Communications,communications,en,US,domain_knowledge,onet,onet/skills.csv:152,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D37D43A0,Communications and Media,communications and media,en,US,domain_knowledge,onet,onet/skills.csv:154,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-91C43F3B,compare survey computations,compare survey computations,en,EU,transferable,esco,http://data.europa.eu/esco/skill/e2b82b00-f07f-4fc8-a7bb-c8febf65efe5,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-6D72BBD3,compile GIS-data,compile gis-data,en,EU,technical,esco,http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-CEF8C1DF,Complex Problem Solving,complex problem solving,en,US,transferable,onet,onet/skills.csv:91,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-1D9F6DAA,Complex Problem Solving Skills,complex problem solving skills,en,US,transferable,onet,onet/skills.csv:90,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-4C98B987,comply with legal regulations,comply with legal regulations,en,EU,transferable,esco,http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-091726A7,components of air conditioning systems,components of air conditioning systems,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/b112ead8-6245-49bb-879f-07b1388a1c9b,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-62B47F83,comprehend financial business terminology,comprehend financial business terminology,en,EU,transferable,esco,http://data.europa.eu/esco/skill/81db5616-3c98-4317-a728-5dae08d44bd4,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B02F484F,compute irrigation pressure,compute irrigation pressure,en,EU,transferable,esco,http://data.europa.eu/esco/skill/ebab1997-4e08-4c9a-a3be-3a32fe3b5aa1,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-88624383,Computer aided design and drafting CADD software,computer aided design and drafting cadd software,en,US,tool,onet,onet/skills.csv:366,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-95A8C5DC,computer engineering,computer engineering,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-539CF12F,Computer numerical control CNC software,computer numerical control cnc software,en,US,tool,onet,onet/skills.csv:316,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-25F7654A,computer programming,computer programming,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-EEDCE0AE,computer technology,computer technology,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-5A0CF7BD,Computer-aided drafting or design software,computer-aided drafting or design software,en,US,tool,onet,onet/skills.csv:196,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-E65DC7A8,Computerized diagnostic software,computerized diagnostic software,en,US,tool,onet,onet/skills.csv:198,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9A942D11,Computerized maintenance management system CMMS,computerized maintenance management system cmms,en,US,tool,onet,onet/skills.csv:304,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-2DA90841,Computers and Electronics,computers and electronics,en,US,domain_knowledge,onet,onet/skills.csv:126,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D9D89D38,conduct engineering site audits,conduct engineering site audits,en,EU,transferable,esco,http://data.europa.eu/esco/skill/09473fea-69ea-40dc-9ff4-bbaaff10840e,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-62453CBF,conduct environmental surveys,conduct environmental surveys,en,EU,transferable,esco,http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-9FA443C7,conduct field work,conduct field work,en,EU,transferable,esco,http://data.europa.eu/esco/skill/bc54eee1-a858-4f80-afdc-0442a617ef50,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-C74C4BF1,conduct land surveys,conduct land surveys,en,EU,transferable,esco,http://data.europa.eu/esco/skill/39e71107-3aa9-41a0-809c-edea477c968f,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-69338A4B,conduct literature research,conduct literature research,en,EU,transferable,esco,http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-7E351D62,conduct performance tests,conduct performance tests,en,EU,transferable,esco,http://data.europa.eu/esco/skill/bbd57056-80e0-45bb-a2c1-658ed99a1251,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-8AE6A31F,conduct quality control analysis,conduct quality control analysis,en,EU,transferable,esco,http://data.europa.eu/esco/skill/41a3240f-58ba-44e2-a688-edeb21ea5c16,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-FB0488C1,conduct research before survey,conduct research before survey,en,EU,transferable,esco,http://data.europa.eu/esco/skill/c6445183-6a52-49e0-a51c-6b3481ba5c54,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-0C99F9B8,conserve natural resources,conserve natural resources,en,EU,transferable,esco,http://data.europa.eu/esco/skill/b25c3eb8-fd63-4d77-8308-7061dbd271c1,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-352E63D5,conserve water resource,conserve water resource,en,EU,transferable,esco,http://data.europa.eu/esco/skill/fd2930ce-cd21-4eb2-87f7-115c3d197e24,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-656B7CFF,consider the impact of material characteristics on pipeline flows,consider the impact of material characteristics on pipeline flows,en,EU,transferable,esco,http://data.europa.eu/esco/skill/afc7c834-8190-4b65-acc6-5c158c851c85,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-4C268F11,construction industry,construction industry,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/fe77f9ca-7bd2-4a68-98f4-8463a4fb8301,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-B40B55C3,construction methods,construction methods,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/cc173f61-3386-44c5-a048-3889e1ec9114,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-114ACB44,construction product regulation,construction product regulation,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/5518db9d-4a2f-4b53-9068-4d0d61465bf4,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-FC1FD883,consumer electronics,consumer electronics,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/6c153605-d62c-4970-81a9-49646ab32032,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-A3003D10,consumer protection,consumer protection,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/7ae62140-fe02-4ee3-a0c5-fb5668a2870d,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-D5BCEB6C,Continuous emissions monitoring systems CEMS,continuous emissions monitoring systems cems,en,US,tool,onet,onet/skills.csv:224,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-846BD406,continuous improvement philosophies,continuous improvement philosophies,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/0550431f-9c8b-4204-9c45-59bc5feacf06,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-2CD33572,control compliance of railway vehicles regulations,control compliance of railway vehicles regulations,en,EU,regulatory,esco,http://data.europa.eu/esco/skill/0007bdc2-dd15-4824-b7d6-416522c46f35,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-E7427129,control engineering,control engineering,en,EU,domain_knowledge,esco,http://data.europa.eu/esco/skill/bf1f763e-c505-46e7-8af3-e48f13ec5f44,ESCO occupations and skills,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-41C5A873,Control Movement Abilities,control movement abilities,en,US,transferable,onet,onet/skills.csv:38,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
CPX-SKL-AUTO-EFAB8781,Control Precision,control precision,en,US,transferable,onet,onet/skills.csv:39,O*NET database,0.35,source_mapped,not_reviewed,,,,2026.1
