occupation_code,alias,normalised_alias,alias_type,country_code,industry_context,language_code,source_id,source_record_id,source_name,confidence,verification_status,review_status,reviewed_by,reviewed_at,review_notes,taxonomy_version
CPX-OCC-DDA-016,Accountants and Auditors,accountants and auditors,source_preferred_label,US,,en,onet,13-2011.00,O*NET database,0.0647,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Officers of non-governmental organisations,en,uk-soc,uk-soc:a1ic,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,National government administrative occupations,en,uk-soc,uk-soc:a1id,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,National government administrative occupations,en,uk-soc,uk-soc:a1ie,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Other educational professionals n.e.c,en,uk-soc,uk-soc:a1if,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Public services associate professionals,en,uk-soc,uk-soc:a1ig,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Pensions and insurance clerks and assistants,en,uk-soc,uk-soc:a1ih,UK Standard Occupational Classification 2020,0.1638,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,"CAD, drawing and architectural technicians",en,uk-soc,uk-soc:a1ii,UK Standard Occupational Classification 2020,0.1621,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Local government administrative occupations,en,uk-soc,uk-soc:a1ij,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Local government administrative occupations,en,uk-soc,uk-soc:a1ik,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Human resources administrative occupations,en,uk-soc,uk-soc:a1il,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,School secretaries,en,uk-soc,uk-soc:a1im,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Officers of non-governmental organisations,en,uk-soc,uk-soc:a1in,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Human resources administrative occupations,en,uk-soc,uk-soc:a1io,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Other administrative occupations n.e.c.,en,uk-soc,uk-soc:e8ce,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Financial administrative occupations n.e.c.,en,uk-soc,uk-soc:e8qe,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Legal secretaries,en,uk-soc,uk-soc:e9jy,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Sales administrators,en,uk-soc,uk-soc:e9jz,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Officers of non-governmental organisations,en,uk-soc,uk-soc:e9uk,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Human resources administrative occupations,en,uk-soc,uk-soc:f3dt,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-015,Administrator,administrator,source_preferred_label,GB,Other administrative occupations n.e.c.,en,uk-soc,uk-soc:f4rd,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,Advertising and Promotions Managers,advertising and promotions managers,source_preferred_label,US,,en,onet,11-2011.00,O*NET database,0.055,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-010,Advice service manager,advice service manager,source_preferred_label,GB,Managers and proprietors in other services n.e.c.,en,uk-soc,uk-soc:c7wl,UK Standard Occupational Classification 2020,0.1638,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-019,Aerospace Engineers,aerospace engineers,source_preferred_label,US,,en,onet,17-2011.00,O*NET database,0.0602,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,Aerospace systems engineer,aerospace systems engineer,source_preferred_label,GB,Aerospace engineers,en,uk-soc,uk-soc:b4fr,UK Standard Occupational Classification 2020,0.1883,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-019,Agricultural Engineers,agricultural engineers,source_preferred_label,US,,en,onet,17-2021.00,O*NET database,0.0613,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-016,aircraft maintenance engineer,aircraft maintenance engineer,source_preferred_label,EU,,en,esco,http://data.europa.eu/esco/occupation/81a1e1f5-cce3-444d-bfc3-9771236d57cd,ESCO occupations and skills,0.1949,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-016,Aircraft maintenance engineer,aircraft maintenance engineer,source_preferred_label,GB,Aircraft maintenance and related trades,en,uk-soc,uk-soc:b3va,UK Standard Occupational Classification 2020,0.2114,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-007,airport planning engineer,airport planning engineer,source_preferred_label,EU,,en,esco,http://data.europa.eu/esco/occupation/bc1c82a5-0fc3-453f-8537-9d1a6e9e85aa,ESCO occupations and skills,0.2083,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,Business and related research professionals,en,uk-soc,uk-soc:a2be,UK Standard Occupational Classification 2020,0.1629,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,Programmers and software development professionals,en,uk-soc,uk-soc:a2bf,UK Standard Occupational Classification 2020,0.1633,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,Data analysts,en,uk-soc,uk-soc:a2bg,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,Data analysts,en,uk-soc,uk-soc:a2bh,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,Finance and investment analysts and advisers,en,uk-soc,uk-soc:a2bi,UK Standard Occupational Classification 2020,0.1629,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,Data analysts,en,uk-soc,uk-soc:f4dv,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,Finance and investment analysts and advisers,en,uk-soc,uk-soc:f4dw,UK Standard Occupational Classification 2020,0.1629,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,IT user support technicians,en,uk-soc,uk-soc:f4fc,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-013,Analyst,analyst,source_preferred_label,GB,Data analysts,en,uk-soc,uk-soc:f4fd,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-011,Architect,architect,source_preferred_label,GB,Architects,en,uk-soc,uk-soc:a2dh,UK Standard Occupational Classification 2020,0.255,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-011,Architect manager,architect manager,source_preferred_label,GB,Managers and directors in the creative industries,en,uk-soc,uk-soc:c6rf,UK Standard Occupational Classification 2020,0.1629,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-011,"Architects, Except Landscape and Naval",architects except landscape and naval,source_preferred_label,US,,en,onet,17-1011.00,O*NET database,0.0717,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-011,Architectural and Civil Drafters,architectural and civil drafters,source_preferred_label,US,Construction and Built Environment,en,onet,17-3011.00,O*NET database,0.129,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,Architectural and Engineering Managers,architectural and engineering managers,source_preferred_label,US,,en,onet,11-9041.00,O*NET database,0.1108,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-011,Area electrical engineer,area electrical engineer,source_preferred_label,GB,Electrical engineers,en,uk-soc,uk-soc:b3oh,UK Standard Occupational Classification 2020,0.1972,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-001,Area manager,area manager,source_preferred_label,GB,Production managers and directors in construction,en,uk-soc,uk-soc:c6rm,UK Standard Occupational Classification 2020,0.1393,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-013,Area mechanical engineer,area mechanical engineer,source_preferred_label,GB,Mechanical engineers,en,uk-soc,uk-soc:b3wj,UK Standard Occupational Classification 2020,0.1972,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-008,Art Directors,art directors,source_preferred_label,US,,en,onet,27-1011.00,O*NET database,0.0665,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-013,Artificial intelligence engineer,artificial intelligence engineer,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:f1rk,UK Standard Occupational Classification 2020,0.1638,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-013,Ai scientist,artificial intelligence scientist,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:f3aj,UK Standard Occupational Classification 2020,0.1625,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-013,Artificial intelligence scientist,artificial intelligence scientist,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:f3ak,UK Standard Occupational Classification 2020,0.1625,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Asbestos analyst,asbestos analyst,source_preferred_label,GB,Health and safety managers and officers,en,uk-soc,uk-soc:e9bi,UK Standard Occupational Classification 2020,0.075,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Asbestos consultant,asbestos consultant,source_preferred_label,GB,Health and safety managers and officers,en,uk-soc,uk-soc:a8nk,UK Standard Occupational Classification 2020,0.075,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,Assembler,assembler,source_preferred_label,GB,Assemblers (vehicles and metal goods),en,uk-soc,uk-soc:a2kw,UK Standard Occupational Classification 2020,0.0717,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-004,asset manager,asset manager,source_preferred_label,EU,,en,esco,http://data.europa.eu/esco/occupation/e20eee17-4876-4f21-a0cb-5d7f40c63cd8,ESCO occupations and skills,0.1295,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-011,Assistant charge electrical engineer,assistant charge electrical engineer,source_preferred_label,GB,Electrical engineers,en,uk-soc,uk-soc:b3ok,UK Standard Occupational Classification 2020,0.1633,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-011,Assistant electrical engineer,assistant electrical engineer,source_preferred_label,GB,Electricians and electrical fitters,en,uk-soc,uk-soc:b3oi,UK Standard Occupational Classification 2020,0.2083,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-012,Assistant engineer,assistant engineer,source_preferred_label,GB,Electrical engineers,en,uk-soc,uk-soc:b3ia,UK Standard Occupational Classification 2020,0.1331,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-011,Auto electrical engineer,auto electrical engineer,source_preferred_label,GB,"Vehicle technicians, mechanics and electricians",en,uk-soc,uk-soc:b3oj,UK Standard Occupational Classification 2020,0.1977,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-020,automation engineer,automation engineer,source_preferred_label,EU,,en,esco,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,ESCO occupations and skills,0.2721,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-020,Automation engineer,automation engineer,source_preferred_label,GB,Production and process engineers,en,uk-soc,uk-soc:f4gl,UK Standard Occupational Classification 2020,0.2764,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-020,Automation engineer,automation engineer,source_preferred_label,GB,Metal working production and maintenance fitters,en,uk-soc,uk-soc:f4gm,UK Standard Occupational Classification 2020,0.2726,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-019,Automotive Engineers,automotive engineers,source_preferred_label,US,,en,onet,17-2141.02,O*NET database,0.055,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,aviation ground systems engineer,aviation ground systems engineer,source_preferred_label,EU,,en,esco,http://data.europa.eu/esco/occupation/4daee8bd-8400-4da6-ba52-30d4c193d1a9,ESCO occupations and skills,0.1604,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,Avionics systems engineer,avionics systems engineer,source_preferred_label,GB,Aerospace engineers,en,uk-soc,uk-soc:b4fs,UK Standard Occupational Classification 2020,0.1883,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-004,Back end man,back end man,source_preferred_label,GB,Textile process operatives,en,uk-soc,uk-soc:c6ai,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-004,Back-end man,back-end man,source_preferred_label,GB,Process operatives n.e.c.,en,uk-soc,uk-soc:c5wm,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENE-010,Bacteria bed attendant,bacteria bed attendant,source_preferred_label,GB,Water and sewerage plant operatives,en,uk-soc,uk-soc:a4bx,UK Standard Occupational Classification 2020,0.0764,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENE-007,Bakery plant operator,bakery plant operator,source_preferred_label,GB,"Food, drink and tobacco process operatives",en,uk-soc,uk-soc:d3rx,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,Balancer,balancer,source_preferred_label,GB,Routine inspectors and testers,en,uk-soc,uk-soc:a5aq,UK Standard Occupational Classification 2020,0.0737,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Band 0,band 0,source_preferred_label,GB,Chief executives and senior officials,en,uk-soc,uk-soc:a5bh,UK Standard Occupational Classification 2020,0.0693,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Band 1,band 1,source_preferred_label,GB,"Business, research and administrative professionals n.e.c.",en,uk-soc,uk-soc:a5bi,UK Standard Occupational Classification 2020,0.07,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Band 2,band 2,source_preferred_label,GB,"Business, research and administrative professionals n.e.c.",en,uk-soc,uk-soc:a5bl,UK Standard Occupational Classification 2020,0.07,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Band 3,band 3,source_preferred_label,GB,Public services associate professionals,en,uk-soc,uk-soc:a5bn,UK Standard Occupational Classification 2020,0.07,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Band 4,band 4,source_preferred_label,GB,Public services associate professionals,en,uk-soc,uk-soc:a5bs,UK Standard Occupational Classification 2020,0.07,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Band 5,band 5,source_preferred_label,GB,National government administrative occupations,en,uk-soc,uk-soc:a5bw,UK Standard Occupational Classification 2020,0.07,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-009,Band 6,band 6,source_preferred_label,GB,National government administrative occupations,en,uk-soc,uk-soc:a5bx,UK Standard Occupational Classification 2020,0.07,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,Bank operations manager,bank operations manager,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:c7lp,UK Standard Occupational Classification 2020,0.269,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,Beltman,beltman,source_preferred_label,GB,Footwear and leather working trades,en,uk-soc,uk-soc:a5hg,UK Standard Occupational Classification 2020,0.0717,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,Bench assembler,bench assembler,source_preferred_label,GB,Assemblers and routine operatives n.e.c.,en,uk-soc,uk-soc:a2fz,UK Standard Occupational Classification 2020,0.0726,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,Bench worker,bench worker,source_preferred_label,GB,Plant and machine operatives n.e.c.,en,uk-soc,uk-soc:e5hu,UK Standard Occupational Classification 2020,0.0726,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENE-007,Benzol plant operator,benzol plant operator,source_preferred_label,GB,Chemical and related process operatives,en,uk-soc,uk-soc:d3ry,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENE-007,Benzole plant operator,benzole plant operator,source_preferred_label,GB,Chemical and related process operatives,en,uk-soc,uk-soc:d3rz,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-011,Bi architect,bi architect,source_preferred_label,GB,"IT business analysts, architects and systems designers",en,uk-soc,uk-soc:f1fz,UK Standard Occupational Classification 2020,0.1638,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-011,Big data engineer,big data engineer,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:e8vm,UK Standard Occupational Classification 2020,0.205,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,Biofuels Production Managers,biofuels production managers,source_preferred_label,US,,en,onet,11-3051.03,O*NET database,0.0717,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,Biofuels/Biodiesel Technology and Product Development Managers,biofuels/biodiesel technology and product development managers,source_preferred_label,US,,en,onet,11-9041.01,O*NET database,0.0863,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-009,Bioinformatics Scientists,bioinformatics scientists,source_preferred_label,US,,en,onet,19-1029.01,O*NET database,0.0588,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-009,Bioinformatics Technicians,bioinformatics technicians,source_preferred_label,US,,en,onet,15-2099.01,O*NET database,0.0582,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,Blockchain Engineers,blockchain engineers,source_preferred_label,US,,en,onet,15-1299.07,O*NET database,0.055,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-012,Branch engineer,branch engineer,source_preferred_label,GB,Electrical engineers,en,uk-soc,uk-soc:b3jc,UK Standard Occupational Classification 2020,0.1331,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENE-007,Brick plant operator,brick plant operator,source_preferred_label,GB,Process operatives n.e.c.,en,uk-soc,uk-soc:d3sa,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-008,bridge inspector,bridge inspector,source_preferred_label,EU,,en,esco,http://data.europa.eu/esco/occupation/6293a718-3fcd-433f-a010-0899821a51b7,ESCO occupations and skills,0.1332,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,Brownfield Redevelopment Specialists and Site Managers,brownfield redevelopment specialists and site managers,source_preferred_label,US,,en,onet,11-9199.11,O*NET database,0.055,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-001,Building and civil engineer,building and civil engineer,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:b3jm,UK Standard Occupational Classification 2020,0.1764,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-012,Building contracts manager,building contracts manager,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:c6yh,UK Standard Occupational Classification 2020,0.2071,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-004,Building control surveyor,building control surveyor,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:e2it,UK Standard Occupational Classification 2020,0.269,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-007,Building engineer,building engineer,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:b3jl,UK Standard Occupational Classification 2020,0.2783,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,Building management systems engineer,building management systems engineer,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:e9fk,UK Standard Occupational Classification 2020,0.155,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,Building project manager,building project manager,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:f2fu,UK Standard Occupational Classification 2020,0.1977,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-007,Building services consultant,building services consultant,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:a8tm,UK Standard Occupational Classification 2020,0.245,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-007,Building services engineer,building services engineer,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:b4dn,UK Standard Occupational Classification 2020,0.345,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-007,Building services manager,building services manager,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:c7xl,UK Standard Occupational Classification 2020,0.2338,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-007,Building services supervisor,building services supervisor,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:e6zr,UK Standard Occupational Classification 2020,0.2437,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-007,Building services supervisor,building services supervisor,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:e6zs,UK Standard Occupational Classification 2020,0.225,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,Building site manager,building site manager,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:f3jn,UK Standard Occupational Classification 2020,0.2783,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-004,Building surveyor,building surveyor,source_preferred_label,GB,Construction and Built Environment,en,uk-soc,uk-soc:e2io,UK Standard Occupational Classification 2020,0.3357,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business analyst,business analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:a1xi,UK Standard Occupational Classification 2020,0.3437,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business analyst,business analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:a1xj,UK Standard Occupational Classification 2020,0.3464,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-011,Business architect,business architect,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:e8cj,UK Standard Occupational Classification 2020,0.1644,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business change analyst,business change analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:f1bh,UK Standard Occupational Classification 2020,0.2798,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-016,Business change manager,business change manager,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:e6tf,UK Standard Occupational Classification 2020,0.2183,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-016,Business Continuity Planners,business continuity planners,source_preferred_label,US,Business and Operations,en,onet,13-1199.04,O*NET database,0.0614,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business development analyst,business development analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:f1ck,UK Standard Occupational Classification 2020,0.2677,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-003,Business improvement manager,business improvement manager,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:e6uq,UK Standard Occupational Classification 2020,0.2344,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-014,Business intelligence analyst,business intelligence analyst,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:e8id,UK Standard Occupational Classification 2020,0.2644,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-014,Business Intelligence Analysts,business intelligence analysts,source_preferred_label,US,"Digital, Data and Artificial Intelligence",en,onet,15-2051.01,O*NET database,0.1605,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-014,Business intelligence architect,business intelligence architect,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:f1ga,UK Standard Occupational Classification 2020,0.1633,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-014,Business intelligence consultant,business intelligence consultant,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:e8ie,UK Standard Occupational Classification 2020,0.1644,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-014,Business intelligence developer,business intelligence developer,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:e8uh,UK Standard Occupational Classification 2020,0.1638,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-014,Business intelligence executive,business intelligence executive,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:e8kc,UK Standard Occupational Classification 2020,0.1644,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-014,Business intelligence manager,business intelligence manager,source_preferred_label,GB,"Digital, Data and Artificial Intelligence",en,uk-soc,uk-soc:e8kd,UK Standard Occupational Classification 2020,0.1644,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business process analyst,business process analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:f1ev,UK Standard Occupational Classification 2020,0.2798,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business reporting analyst,business reporting analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:f2fa,UK Standard Occupational Classification 2020,0.2798,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business support analyst,business support analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:e9bm,UK Standard Occupational Classification 2020,0.2583,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business support analyst,business support analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:e9bn,UK Standard Occupational Classification 2020,0.2583,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-002,Business system analyst,business system analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:a2am,UK Standard Occupational Classification 2020,0.2677,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-016,Business systems analyst,business systems analyst,source_preferred_label,GB,Business and Operations,en,uk-soc,uk-soc:a2ao,UK Standard Occupational Classification 2020,0.1977,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-003,calculation engineer,calculation engineer,source_preferred_label,EU,,en,esco,http://data.europa.eu/esco/occupation/fbceeac6-798b-4307-a825-626707a753ad,ESCO occupations and skills,0.127,source_mapped,not_reviewed,,,,2026.1
